Model,Train_r2,Test_r2,Train_MAE,Test_MAE,Train_MSE,Test_MSE,Train_RMSE,Test_RMSE
Final Model,0.942471221909291,0.8940898463754015,0.04721777111854601,0.06999275811258678,0.009480359615946834,0.017450026434370765,0.09736713827543066,0.1320985481917601
